sid,date,type,ticker,headline,summary,feed_type,publisher,tag,version,link,imageUrl,risk,3mAvgVol,4wpct,52wHigh,52wLow,52wpct,beta,bps,divYield,eps,inddy,indpb,indpe,marketCap,mrktCapRank,pb,pe,roe,nShareholders,lastPrice,ttmPe,marketCapLabel,12mVol,mrktCapf,apef,pbr,etfLiq,etfLiqLabel,security_type,sector,name,exchange,description,isin,tradable,gic_sector,gic_industrygroup,gic_industry,gic_subindustry,gic_short,financial_year_1_year,financial_year_1_revenue,financial_year_1_profit,financial_statement_1_displayPeriod,financial_statement_1_endDate,financial_statement_1_reporting,financial_statement_1_incTrev,financial_statement_1_incCrev,financial_statement_1_incGpro,financial_statement_1_incOpc,financial_statement_1_incRaw,financial_statement_1_incPfc,financial_statement_1_incEpc,financial_statement_1_incSga,financial_statement_1_incOpe,financial_statement_1_incEbi,financial_statement_1_incDep,financial_statement_1_incPbi,financial_statement_1_incIoi,financial_statement_1_incPbt,financial_statement_1_incToi,financial_statement_1_incNinc,financial_statement_1_incEps,financial_statement_1_incDps,financial_statement_1_incPyr,share_holding_1_title,share_holding_1_message,share_holding_1_description,share_holding_1_mood,key_ratio_ttmPe,key_ratio_pbr,key_ratio_divYield,key_ratio_indpe,key_ratio_indpb,key_ratio_inddy,holding_1_date,dividend_1_description,dividend_1_dividend,dividend_1_exDate,dividend_1_type,dividend_1_title,dividend_1_subType,peer_1_name,peer_1_ticker,peer_1_sector,peer_1_ttmPe,peer_1_marketCap,peer_1_pbr,peer_2_name,peer_2_ticker,peer_2_sector,peer_2_ttmPe,peer_2_marketCap,peer_2_pbr,peer_3_name,peer_3_ticker,peer_3_sector,peer_3_ttmPe,peer_3_marketCap,peer_3_pbr,peer_4_name,peer_4_ticker,peer_4_sector,peer_4_ttmPe,peer_4_marketCap,peer_4_pbr,peer_5_name,peer_5_ticker,peer_5_sector,peer_5_ttmPe,peer_5_marketCap,peer_5_pbr,commentary_1_title,commentary_1_message,commentary_1_description,commentary_1_mood,commentary_1_tag,recent_price_change_pct,recent_avg_volume,recent_avg_volatility,ma_15,ma_30,vwap,ma_200,annual_volatility,pct_above_52_week_low,pct_below_52_week_high,rsi,macd,macd_signal,bollinger_upper,bollinger_middle,bollinger_lower,atr,next_day_return,days_from_last,processing_date,predicted_next_day_return,valuation_score,growth_score,momentum_score,peer_analysis_score,sector_score,market_sentiment_score,headline_score,agreement_score
SHA,2024-11-15 07:59:00,news,SHARIKA,Sharika Enterprises reports consolidated net loss of Rs 3.06 crore in the September 2024 quarter,Net Loss of Sharika Enterprises reported to Rs 3.06 crore in the quarter ended September 2024 as against net loss of Rs 1.89 crore during the previous quarter ended September 2023. Sales rose 111.41% to Rs 24.46 crore in the quarter ended September 2024 as against Rs 11.57 crore during the previous quarter ended September 2023.   <p></p><table> <tr> <td><b>Particulars</b></td><td><b>Quarter Ended</b></td></tr><tr><td></td><td><b>Sep. 2024</b></td><td><b>Sep. 2023</b></td><td><b>% Var.</b></td></tr> <tr> <td><b>Sales</b></td><td>24.46</td><td>11.57</td> <td><b>111 </b></td></tr> <tr> <td><b>OPM %</b></td><td>-9.98</td><td>-22.47</td> <td><b>-</b></td></tr> <tr> <td><b>PBDT</b></td><td>-2.77</td><td>-2.90</td> <td><b>4 </b></td></tr> <tr> <td><b>PBT</b></td><td>-2.92</td><td>-3.09</td> <td><b>6 </b></td></tr> <tr> <td><b>NP</b></td><td>-3.06</td><td>-1.89</td> <td><b>-62 </b></td></tr> </table><p><b>Powered by Capital Market - Live</b></p>,news-article,Capital Market - Live,earnings,2.0,,,3.8078086680089744,96493.44444444444,5.816135084427776,32.48,6.03,176.01957585644374,1.56273083182397,5.819861431870669,,0.3048498845265573,0.5524464785565466,6.8833929984353865,48.62175839305687,71.8347,3244.0,2.8505833333333332,54.42022727272754,5.397669188305024,13168.0,16.59,247.70586206894671,Smallcap,53.433339903242036,71.8347,54.42022727272754,2.8505833333333332,55.090984004680884,Medium,stock,Construction & Engineering,Sharika Enterprises Ltd,BSE,"The Company’s portfolio includes installing power transmission extra high voltage cables, designing and installing energy management system. It provides consultancy and project management in field of power generation, transmission and distribution.",INE669Y01022,False,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,Unknown,2023.0,50.7,-3.340000000000001,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,247.70586206894671,2.8505833333333332,,48.62175839305687,6.8833929984353865,0.5524464785565466,2023-06-30T00:00:00.000Z,,,,,,,Sharika Enterprises Ltd,SHARIKA,Construction & Engineering,247.70586206894671,718.347,2.8505833333333332,Larsen and Toubro Ltd,LT,Construction & Engineering,37.60730112318104,5086195.6796745015,4.9597391933571515,GMR Airports Ltd,GMRINFRA,Construction & Engineering,-100.38929697763113,863829.82263312,-101.47661379991048,IRB Infrastructure Developers Ltd,IRB,Construction & Engineering,51.231624306164214,315658.52999999997,2.2966153758846257,KEC International Ltd,KEC,Construction & Engineering,64.59427195749646,272335.91000000003,6.649312937959325,,,,,,-5.808219178082185,0,0,18.704,18.37777777777778,0,17.436499999999995,0.5508229660690401,181.80327868852459,47.07512315270935,56.2222219776301,-0.2563283337483391,-0.12111526696736655,20.58427702556697,18.172500000000007,15.760722974433039,0.8414285714285715,1.9891500904159245,10,2024-11-25,-0.03443276509642601,0.0,6.0,5.0,0.0,6.0,6.0,0.0,7.0
SRE,2024-11-15 13:40:26.330000,event,SRESTHA,Company Update,Srestha Finvest Ltd - 539217 - Announcement under Regulation 30 (LODR)-Newspaper Publication,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Diversified Financials,Srestha Finvest Ltd,BSE,"Srestha Finvest's principle business is finance, investments, loans, consultancy and trading in securities activity",INE606K01049,False,Financials,,Diversified Financial Services,,Unknown,2023.0,2.75,-4.9700000000000015,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,4.5752765752765745,0.7026667651621482,,17.859823734666996,2.4772472480770884,0.9707734843742148,2023-06-30T00:00:00.000Z,,,,,,,Srestha Finvest Ltd,SRESTHA,Diversified Financials,4.5752765752765745,951.2,0.7026667651621482,Motilal Oswal Financial Services Ltd,MOTILALOFS,Diversified Financials,16.1101825563414,545313.5693495999,6.2188361081478085,Aditya Birla Capital Ltd,ABCAPITAL,Diversified Financials,13.463102495141554,503642.547551,1.7586647692349062,Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,Diversified Financials,14.047954366916713,288557.62585540005,1.3042730292930496,Piramal Enterprises Ltd,PEL,Diversified Financials,-14.096495173239115,267276.5967322,1.0064242705127262,,,,,,-7.4626865671641855,0,0,0.6599999999999999,0.656111111111111,0,1.4211000000000005,0.7987564965116085,3.3333333333333366,74.59016393442623,43.010361752408635,-0.024112189062162837,-0.02243618247397363,0.7222389284172396,0.6599999999999999,0.5977610715827603,0.04785714285714282,-4.9180327868852505,10,2024-11-25,-0.03443380817770958,0.0,0.0,5.0,0.0,6.0,7.0,0.0,7.0
QUAD,2024-11-22 08:27:39.830000,event,QUADRANT,Company Update,"Quadrant Televentures Limited-$ - 511116 - Disclosure Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015",announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Telecom Services,Quadrant Televentures Ltd,BSE,Quadrant Televentures is engaged in the business of providing telephony services and internet and broadband services,INE527B01020,False,Communication Services,Telecommunication Services,Wireless Telecommunication Services,Integrated Telecommunication Services,Unknown,2023.0,403.01,-105.02,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,-0.9141211548482362,-0.04459413106983779,,-140.55285898013713,14.696355052214804,0.3421755949769081,2023-06-30T00:00:00.000Z,,,,,,,Quadrant Televentures Ltd,QUADRANT,Telecom Services,-0.9141211548482362,1114.31368776,-0.04459413106983779,Bharti Airtel Ltd,BHARTIARTL,Telecom Services,76.94461168029666,9438718.5702103,8.941237080299514,Bharti Hexacom Ltd,BHARTIHEXA,Telecom Services,55.00375125041679,659825.0,14.22435165024684,Vodafone Idea Ltd,IDEA,Telecom Services,-2.0563399924919956,581296.4707776,-0.5580438976503067,Tata Communications Ltd,TATACOMM,Telecom Services,54.25728354534272,502455.0,28.06540803217339,,,,,,0.0,0,0,1.6986666666666663,1.6716666666666664,0,2.022349999999999,0.5493725055977656,42.982456140350884,44.178082191780824,56.258712307805155,-0.00655579138598239,-0.0012590281097846767,1.8381875597763202,1.6645000000000003,1.4908124402236806,0.12071428571428572,4.81927710843374,3,2024-11-25,-0.03443466126918793,0.0,0.0,5.0,0.0,5.0,0.0,0.0,7.0
SHIVC,2024-10-29 12:12:08.100000,event,SHIVACEM,Company Update,"SHIVA CEMENT LTD. - 532323 - Pursuant To Regulation 32 Of The Listing Regulations, Please Find Attached Statement Stating That There Is No Deviation Or Variation In The Use Of Proceeds Of Rights Issue.",announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Cement,Shiva Cement Ltd,BSE,"The Company is engaged in the dealing of cement, clinker & limestone chips. Its products is marketed under SUMANGAL brand. The Company's manufacturing facility is located in Orissa and markets its products in Odisha, West Bengal, Jharkhand and Bihar.",INE555C01029,False,Materials,Materials,Construction Materials,Construction Materials,Unknown,2023.0,3.48,-80.45999999999998,,,,,,,,,,,,,,,,,,,,,,,Increased Total Promoter Holding,"In last 6 months, promoter holding in the company has increased by 6.86%",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Positive,-13.02316350115566,-15.677897411081526,,29.99412336885015,3.402737445251306,1.3621327453551986,2023-09-30T00:00:00.000Z,,,,,,,Shiva Cement Ltd,SHIVACEM,Cement,-13.02316350115566,12959.35,-15.677897411081526,UltraTech Cement Ltd,ULTRACEMCO,Cement,49.00338364873551,3210569.3875292996,5.325791714420482,Grasim Industries Ltd,GRASIM,Cement,39.22757199273315,1758215.0815291004,1.2653624723058416,Ambuja Cements Ltd,AMBUJACEM,Cement,42.65285122107043,1268508.59117,2.494809986980268,Shree Cement Ltd,SHREECEM,Cement,52.96389714541934,917239.3635438,4.421700707980703,,,,,,8.906680010007511,0,0,41.004,40.99444444444444,0,47.68149999999998,0.4777463151404308,14.07232704402517,27.158634538152604,58.9374412805886,-0.7534693934527255,-0.8846427227358027,43.94437092106148,41.16099999999999,38.3776290789385,2.5457142857142867,-0.30183422335733123,27,2024-11-25,-0.034439101815223694,0.0,0.0,6.0,-8.0,6.0,6.0,0.0,7.0
SIPT,2024-11-23 16:28:02.580000,event,SIPTL,Company Update,Sharanam Infraproject and Trading Ltd - 539584 - Announcement under Regulation 30 (LODR)-Resignation of Managing Director,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Real Estate,Sharanam Infraproject and Trading Ltd,BSE,"Sharanam Infraproject And Trading Limited provides real estate services. The Company focuses on purchase and sale of lands and buildings, maintaining allotting, transferring allotment, administering, exchanging mortgaging, and reconstructing services.",INE104S01022,False,Real Estate,,Real Estate,,Unknown,2023.0,0.0,-0.17,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,15.227577272727268,0.6344823863636363,,63.62420877516228,4.28527739954431,0.7014562592237624,2023-09-30T00:00:00.000Z,,,,,,,Sharanam Infraproject and Trading Ltd,SIPTL,Real Estate,15.227577272727268,67.00134,0.6344823863636363,DLF Ltd,DLF,Real Estate,56.573490424060964,2038914.2522322,5.170760849562572,Macrotech Developers Ltd,LODHA,Real Estate,61.81835657034587,1277785.43030905,7.281990461777664,Godrej Properties Ltd,GODREJPROP,Real Estate,56.74406005365822,788055.8316191998,7.649957982759693,Oberoi Realty Ltd,OBEROIRLTY,Real Estate,31.1980499416764,724459.27711065,5.2328649405113685,,,,,,-9.876543209876553,0,0,0.7606666666666668,0.7450000000000001,0,0.7701999999999998,0.5879878380525453,48.979591836734684,49.6551724137931,58.27512599310352,0.00602702635136121,0.009956186954563429,0.8474053817396372,0.741,0.6345946182603628,0.05285714285714288,4.1095890410958935,2,2024-11-25,-0.03443915396928787,0.0,0.0,0.0,0.0,6.0,6.0,0.0,7.0
SELM,2024-11-22 05:23:48,event,SELMC,General Updates,SEL Manufacturing Company Limited has informed the Exchange about General Updates,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Textiles,Sel Manufacturing Company Ltd,NSE,"SEL Manufacturing Company Limited is a holding company engaged in the manufacturing, processing and trading of textiles, such as yarn, fabric, readymade garments and towel.",INE105I01020,True,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",Textiles,Discretionary,2023.0,585.87,-185.91,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,-0.7423367957089552,-2.540189893598161,,38.492444685201775,6.701577455511337,0.7324601165392537,2023-06-30T00:00:00.000Z,,,,,,,Sel Manufacturing Company Ltd,SELMC,Textiles,-0.7423367957089552,1432.413081,-2.540189893598161,Vedant Fashions Ltd,MANYAVAR,Textiles,85.19246509739872,343223.4033844,21.426286824506207,KPR Mill Ltd,KPRMILL,Textiles,39.9940717570274,323544.0417,7.423748670905392,Aditya Birla Real Estate Ltd,ABREL,Textiles,317.0125566478585,309055.54147600004,7.547696814809386,Swan Energy Ltd,SWANENERGY,Textiles,57.83177085120351,191960.9969864,2.3923473819211463,,,,,,-5.455785405774036,0,0,44.59133333333333,44.77944444444446,0,66.59474999999999,0.4682604322009098,0.0,56.441139505655634,32.264834757546026,-1.3242233444714913,-1.1861500934266518,47.571860438780874,44.96550000000001,42.35913956121914,2.3464285714285715,-1.9410824389129973,3,2024-11-25,-0.03443994000554085,0.0,0.0,6.0,-6.1,6.0,6.0,0.0,7.0
SEV,2024-11-16 02:08:00,news,SEVENHILL,Seven Hill Industries reports standalone net profit of Rs 0.54 crore in the September 2024 quarter,Net profit of Seven Hill Industries reported to Rs 0.54 crore in the quarter ended September 2024. There were no net profit/loss reported during the previous quarter ended September 2023. There were no Sales reported in the quarter ended September 2024 and during the previous quarter ended September 2023.<p><b>Powered by Capital Market - Live</b></p>,news-article,Capital Market - Live,earnings,2.0,,,3.4195089214791454,297226.31746031746,6.521739130434778,1.39,0.56,71.9298245614035,0.551126004424446,0.6813707395102744,,0.4460440506952135,0.9707734843742148,2.4772472480770884,17.859823734666996,12.873168,4326.0,1.4529534988713315,4.0354758620689655,43.90915347556779,61408.0,0.99,3.5958569832402234,Smallcap,47.55847267692822,12.873168,4.0354758620689655,1.4529534988713315,332.429147475412,Low,stock,Diversified Financials,Seven Hill Industries Ltd,BSE,"Seven Hill Industries Limited is engaged in the business of trading, investment, loans and advances. ",INE518D01025,False,Financials,Financial Services,Diversified Financial Services,Diversified Financial Services,Unknown,2023.0,0.25,0.15000000000000002,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,3.5958569832402234,1.4529534988713315,,17.859823734666996,2.4772472480770884,0.9707734843742148,2023-06-30T00:00:00.000Z,,,,,,,Seven Hill Industries Ltd,SEVENHILL,Diversified Financials,3.5958569832402234,128.73167999999998,1.4529534988713315,Motilal Oswal Financial Services Ltd,MOTILALOFS,Diversified Financials,16.1101825563414,545313.5693495999,6.2188361081478085,Aditya Birla Capital Ltd,ABCAPITAL,Diversified Financials,13.463102495141554,503642.547551,1.7586647692349062,Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,Diversified Financials,14.047954366916713,288557.62585540005,1.3042730292930496,Piramal Enterprises Ltd,PEL,Diversified Financials,-14.096495173239115,267276.5967322,1.0064242705127262,,,,,,1.0309278350515474,0,0,0.9946666666666668,0.9811111111111112,0,0.8967999999999996,0.4921319599429103,71.9298245614035,26.315789473684216,59.180360324688166,0.008564052054210292,0.014436913606340031,1.0829050898459962,0.9734999999999998,0.8640949101540034,0.04142857142857146,0.0,9,2024-11-25,-0.03444322571158409,0.0,4.0,4.0,0.0,6.0,6.0,0.0,2.0
GIEN,2024-11-09 10:20:00,event,TPHQ,Statement of deviation(s) or variation(s) under Reg. 32,Teamo Productions HQ Limited has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Construction & Engineering,Teamo Productions HQ Ltd,NSE,"Teamo Productions HQ, formerly GI Engineering Solutions Limited, is an India-based engineering design company specializing in civil engineering activities and ancillary services.",INE065J01024,True,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,Industrials,2023.0,842.86,2.8800000000000683,,,,,,,,,,,,,,,,,,,,,,,Decreased Total Promoter Holding,"In last 6 months, promoter holding in the company has decreased by 12.21%",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Negative,21.792317349397674,1.3630462245666917,,48.62175839305687,6.8833929984353865,0.5524464785565466,2023-06-30T00:00:00.000Z,,,,,,,Teamo Productions HQ Ltd,TPHQ,Construction & Engineering,21.792317349397674,1447.009872,1.3630462245666917,Larsen and Toubro Ltd,LT,Construction & Engineering,37.60730112318104,5086195.6796745015,4.9597391933571515,GMR Airports Ltd,GMRINFRA,Construction & Engineering,-100.38929697763113,863829.82263312,-101.47661379991048,IRB Infrastructure Developers Ltd,IRB,Construction & Engineering,51.231624306164214,315658.52999999997,2.2966153758846257,KEC International Ltd,KEC,Construction & Engineering,64.59427195749646,272335.91000000003,6.649312937959325,,,,,,-5.035971223021572,0,0,1.39,1.3677777777777775,0,1.3575000000000004,1.0236400395974825,29.41176470588236,88.79456706281833,54.5663067775067,0.0055473345544976285,0.014855622242328812,1.5069544737944394,1.359,1.2110455262055606,0.07785714285714282,0.7575757575757582,16,2024-11-25,-0.0344446636736393,0.0,0.0,6.0,0.0,6.0,6.0,0.0,7.0
SIN,2024-11-22 05:52:40,event,SINDHUTRAD,Loss/Duplicate-Share Certificate-XBRL,SINDHU TRADE LINKS LIMITED has informed the Exchange about Loss of share certificates,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Logistics,Sindhu Trade Links Ltd,NSE,"Sindhu Trade Links is primarily engaged in the activities of transportation, loading and mining services and trading of spares, fuel, and high-speed diesel (HSD).",INE325D01025,True,Industrials,Transportation,Transportation Infrastructure,Air Freight & Logistics,Unknown,2023.0,1334.53,0.4100000000005366,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,19.752655687552306,1.6277545490358352,,48.62175839305687,6.8833929984353865,0.5524464785565466,2023-06-30T00:00:00.000Z,,,,,,,Sindhu Trade Links Ltd,SINDHUTRAD,Logistics,19.752655687552306,35402.684788800005,1.6277545490358352,Container Corporation of India Ltd,CONCOR,Logistics,38.76987807944998,492858.1980972,4.124081003328664,Delhivery Ltd,DELHIVERY,Logistics,3302.0045171502643,257556.35233770002,2.8164703114684535,Blue Dart Express Ltd,BLUEDART,Logistics,62.43290505294591,176641.4182663,12.919278435590627,shipping corporation of India Ltd,SCI,Logistics,10.485762887745844,107431.88366639998,1.4249205340725508,,,,,,-1.1669658886894143,0,0,22.491333333333333,22.38111111111111,0,24.60420000000001,0.7208255772198169,27.136258660508076,47.4588403722262,50.28773764195166,-0.1938637424567844,-0.2234648160580944,23.448636524369647,22.44599999999999,21.443363475630342,1.3571428571428574,-0.34737299174989944,3,2024-11-25,-0.03444492444396019,0.0,0.0,6.0,0.0,6.0,6.0,0.0,-7.5
SPJT,2024-11-14 09:11:00,news,SPICEJET,SpiceJet settles its dispute with Export Development Canada for $22.5 million,"<p>SpiceJet today announced that it has fully settled a $90.8 million (Rs 763 crore) dispute with Export Development Canada (EDC) for a total of $22.5 million, now paid in full by the airline. This resolution marks a significant milestone for SpiceJet, resulting in a substantial saving of $68.3 million (Rs 574 crore). </p> <p>The agreement represents one of the largest settlements in SpiceJet'fs history, strengthening the airline'fs fiscal position, eliminating a significant liability from its balance sheet and paving the way for sustained growth and operational efficiency. </p> <p>As per the terms of the agreement, SpiceJet has acquired full ownership of 13 EDC'] financed Q400 aircraft. The transfer of ownership of these 13 planes will result in a substantial reduction in operational costs, strengthening the airline'fs operational capabilities and fleet management. It also brings long']term financial benefits, relieving SpiceJet from the obligation of monthly rental payments for these aircraft and further reinforcing the airline'fs financial stability. </p> <p>These aircraft will also enable SpiceJet to launch additional flights on regional and UDAN routes. Starting October 27, 2024, the airline has begun operating several new routes using the Q400, including Delhi']Amritsar']Delhi, Guwahati']Patna']Guwahati, Kolkata'] Patna']Kolkata, Delhi']Patna']Delhi, and Delhi']Darbhanga']Delhi. Recently, SpiceJet also introduced services on the Shivamogga']Chennai, Shivamogga']Hyderabad, and Chennai-Kochi sectors with the same aircraft. SpiceJet plans to roll out another 18 flights in phases as more Q400 aircraft return to service. </p><p><b>Powered by Capital Market - Live</b></p>",news-article,Capital Market - Live,corporate,2.0,,,4.69690748652047,18144697.71875,2.9365218920344676,79.9,42.05,30.640482035259986,1.96421609306336,-66.61397214946818,,-6.104600373970518,0.5524464785565466,6.8833929984353865,48.62175839305687,7868.2685307169995,625.0,-1.5077441771820632,-18.609026372255332,,382601.0,61.39,-17.024988165823526,Smallcap,65.73050052503476,7868.2685307169995,-18.609026372255332,-1.5077441771820632,0.08420584138563668,High,stock,Airlines,Spicejet Ltd,BSE,Spicejet is engaged in transportation of passengers by air,INE285B01017,False,Industrials,Transportation,Airlines,Passenger Airlines,Industrials,2023.0,9897.07,-1512.7700000000007,,,,,,,,,,,,,,,,,,,,,,,Decreased Total Promoter Holding,"In last 6 months, promoter holding in the company has decreased by 19.14%",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Negative,-17.024988165823526,-1.5077441771820632,,48.62175839305687,6.8833929984353865,0.5524464785565466,2023-12-31T00:00:00.000Z,,,,,,,Spicejet Ltd,SPICEJET,Airlines,-17.024988165823526,78682.68530717,-1.5077441771820632,Interglobe Aviation Ltd,INDIGO,Airlines,24.84864550516955,1648712.5989971003,82.58304067746457,Jet Airways (India) Ltd,JETAIRWAYS,Airlines,-0.5856365891368979,3880.4866032800014,-0.02490706978933059,Global Vectra Helicorp Ltd,GLOBALVECT,Airlines,-415.62499999999864,3657.5,16.769830353049013,,,,,,,,,,,,-0.7946541448437742,0,0,58.70466666666666,58.44222222222221,0,60.61460000000002,0.6647502562941472,26.044056906838,29.386810644041656,45.118764170983646,-1.3929502002620353,-0.9863534392190244,63.700325410974074,58.29000000000002,52.879674589025974,3.2164285714285694,1.95053988157436,11,2024-11-25,-0.034445516765117645,0.0,0.0,6.0,0.0,6.0,6.0,0.0,2.0
PAY,2024-11-25 04:46:25,event,PAYTM,News Verification,The Exchange has sought clarification from One 97 Communications Limited with respect to recent news item captioned One 97 Communications stock gains 3% as Paytm unveils UPI International.  The response from the Company is attached.,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Business Support Services,One 97 Communications Ltd,NSE,"One97 Communications Limited is an India-based mobile Internet company. The Company runs Paytm, which is a digital goods and mobile commerce platform. ",INE982J01020,True,Industrials,Financial Services,Commercial Services & Supplies,Transaction & Payment Processing Services,Unknown,2023.0,8400.0,-1775.9,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,-86.1026188175807,4.402768813989278,,48.62175839305687,6.8833929984353865,0.5524464785565466,2023-06-30T00:00:00.000Z,,,,,,,One 97 Communications Ltd,PAYTM,Business Support Services,-86.1026188175807,585497.8079595501,4.402768813989278,Kfin Technologies Ltd,KFINTECH,Business Support Services,65.88023587592485,196777.67653779997,17.246222713415545,Indegene Ltd,INDGN,Business Support Services,43.30574811418233,161530.4404659,11.302948741578614,RITES Ltd,RITES,Business Support Services,35.09430933085575,139759.57747920006,5.136463542950389,SIS Ltd,SIS,Business Support Services,34.536820148597975,54664.87893119999,2.264925335034845,,,,,,9.934980494148242,0,0,786.92,779.2111111111113,0,511.68449999999984,0.668527988698642,166.3096550637896,5.33034714445689,66.30015519030236,17.643348567539423,15.292051944526724,844.5735959043146,776.76,708.9464040956855,52.34285714285715,-0.6889984315482833,0,2024-11-25,-0.034460172057151794,0.0,0.0,6.0,0.0,8.0,7.0,0.0,3.0
PUL,2024-11-14 12:55:00,news,PULSRIN,Pulsar International standalone net profit declines 42.47% in the September 2024 quarter,Net profit of Pulsar International declined 42.47% to Rs 0.84 crore in the quarter ended September 2024 as against Rs 1.46 crore during the previous quarter ended September 2023. Sales rose 580.27% to Rs 10.00 crore in the quarter ended September 2024 as against Rs 1.47 crore during the previous quarter ended September 2023.   <p></p><table> <tr> <td><b>Particulars</b></td><td><b>Quarter Ended</b></td></tr><tr><td></td><td><b>Sep. 2024</b></td><td><b>Sep. 2023</b></td><td><b>% Var.</b></td></tr> <tr> <td><b>Sales</b></td><td>10.00</td><td>1.47</td> <td><b>580 </b></td></tr> <tr> <td><b>OPM %</b></td><td>8.40</td><td>-41.50</td> <td><b>-</b></td></tr> <tr> <td><b>PBDT</b></td><td>0.84</td><td>1.46</td> <td><b>-42 </b></td></tr> <tr> <td><b>PBT</b></td><td>0.84</td><td>1.46</td> <td><b>-42 </b></td></tr> <tr> <td><b>NP</b></td><td>0.84</td><td>1.46</td> <td><b>-42 </b></td></tr> </table><p><b>Powered by Capital Market - Live</b></p>,news-article,Capital Market - Live,earnings,2.0,,,3.223033419224326,554023.092063492,-3.909348441926333,19.6,5.947272727272727,146.60938532716455,,3.33639700033364,,0.7575833334090917,0.9707734843742148,2.4772472480770884,17.859823734666996,120.79188,2869.0,10.971106267029972,48.316752,30.998140111593298,16008.0,16.96,48.51079518072299,Smallcap,45.568856080607006,120.79188,48.316752,10.971106267029972,11.214634532668116,High,stock,Asset Management,Pulsar International Ltd,BSE,"Pulsar International Limited is an India-based company. The Company is engaged in the sale of mutual funds , dealing in mutual fund units",INE183U01022,False,Financials,,Capital Markets,,Unknown,2023.0,0.37,0.14,,,,,,,,,,,,,,,,,,,,,,,Decreased Total Promoter Holding,"In last 6 months, promoter holding in the company has decreased by 2.26%",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Negative,48.51079518072299,10.971106267029972,,17.859823734666996,2.4772472480770884,0.9707734843742148,2023-06-30T00:00:00.000Z,,,,,,,Pulsar International Ltd,PULSRIN,Asset Management,48.51079518072299,1207.9188,10.971106267029972,Bajaj Holdings and Investment Ltd,BAJAJHLDNG,Asset Management,15.358022688126828,1137625.5651935,1.8065856080065703,HDFC Asset Management Company Ltd,HDFCAMC,Asset Management,41.03108610424466,906430.0324547,12.811713799057523,Nippon Life India Asset Management Ltd,NAM-INDIA,Asset Management,33.43933555226125,441272.1598147499,11.081170610438251,Tata Investment Corporation Ltd,TATAINVEST,Asset Management,91.78404397036394,338196.66681759997,1.1286348250268396,,,,,,-1.6138673042438707,0,0,17.378666666666664,17.436666666666664,0,34.191599999999994,1.0329421593819712,78.52494577006506,83.6414231763069,41.67945650852681,-0.4184691064575467,-0.2920995438182431,19.303493402916814,17.4885,15.67350659708318,1.265,0.11806375442738827,11,2024-11-25,-0.034460682421922684,0.0,5.0,6.0,0.0,6.0,6.0,0.0,7.0
