tickerSymbol,Risk,EPS,MarketCap,ROE,LastPrice,Beta,MrktCapRank,TtmPe,PB,PE
SSWL,2.352394792,43.04967872,3210.61706,52.36288,204.59,1.360348064,935,4.850460872,2.226147744,4.758725707
THEINVEST,3.097039146,3.552682307,1077.13003,2.770231947,206.18,1.085402522,1428,25.46406691,1.566119531,58.03502317
PARAGMILK,3.364792545,7.664139878,2468.509197,10.53359845,207.09,1.305575432,1036,24.56472481,2.706372254,27.24924602
KTKBANK,2.32428662,37.89405233,7895.325734,13.71078811,208.95,1.207594652,622,5.881894446,0.727845485,6.042603175
GIPCL,3.748595397,13.12518616,3169.317393,6.146310805,209.54,1.062405697,941,14.72047094,0.958798307,15.96472594
EIFFL,2.85369781,0.883064516,522.288,3.338669106,210.6,1.06827992,1807,237.4036364,7.830404798,238.4876712
CYBERTECH,3.951026945,7.636958401,656.6687287,12.02812731,210.94,1.760742339,1679,22.7535942,3.014039238,28.86455951
IRCON,4.285960162,9.883620126,19858.04933,16.70278293,211.14,0.82652884,342,21.55087019,3.362294803,21.36261856
KRISHANA,2.203222836,6.54,1308.024706,11.07590349,211.56,0.507768488,1333,30.81330284,4.996083823,32.34482457
BAJAJCON,2.231552638,10.89210891,2908.26048,19.18839685,212.2,1.054498405,973,20.64059957,3.50148147,18.70865539
MOLDTECH,3.418408702,9.831615052,606.9662105,24.70055896,212.49,0.362163273,1726,22.78401691,4.98944686,21.80194722
FEDERALBNK,1.950679595,17.05106834,52227.77068,14.53342599,212.88,1.416440297,172,12.78710283,1.688807404,13.45923933
CGCL,3.945531452,3.387709032,17589.37008,7.549540397,213.22,0.344988678,375,54.41413792,4.584660278,62.95182736
BOMDYEING,3.73522651,142.7666704,4407.041696,1026.020843,213.38,1.226033071,815,1.248811047,2.385550261,1.494606545
HEIDELBERG,1.944218645,7.402484153,4894.163466,11.44574614,214.34,0.949907533,779,37.43432359,3.329747975,29.17534108
EKC,3.932358578,8.843423038,2410.5048,9.451736422,214.84,2.112619803,1048,20.48529617,2.190909901,24.29209715
BIRLACABLE,3.311664937,7.383333333,644.52,9.221098206,214.84,1.031448381,1692,85.4801061,2.567808765,29.0979684
TEXRAIL,4.007356529,3.138892614,8593.340601,5.775873064,215.12,1.369875319,596,41.21703967,3.39614776,75.90619734
SHALBY,2.858336208,7.830580223,2331.35598,8.687609796,217.35,1.607365084,1065,42.58962331,2.313358054,27.73112858
RSSOFTWARE,3.883490969,7.040522838,559.2587498,45.36909387,217.54,1.361867685,1766,23.08125257,11.39019857,30.89827347
GICHSGFIN,3.158768681,28.09746678,1173.414728,8.57961583,217.9,1.609562831,1388,7.118939077,0.64162045,7.752987963
HUDCO,4.696642444,10.57340526,44125.8798,13.20615221,220.42,1.667772531,198,17.89544798,2.656175797,20.84664254
ZUARI,3.515973889,23.73864324,933.9821392,4.5339467,222.07,1.188079893,1494,5.218651949,0.407889867,9.354789055
KOPRAN,3.756452395,10.56821419,1072.584273,10.95121925,222.3,0.774443926,1433,20.27186303,2.183422102,21.0517031
BHARATWIRE,3.567321822,14.15336061,1527.915899,15.76041547,223.22,1.960143638,1270,15.88435284,2.312816402,15.88270166
HERCULES,4.357628565,11.240625,716.48,4.348115152,223.9,1.074613096,1636,19.3277583,0.755884246,19.91882124
NIITLTD,4.065547939,1.055260018,3039.273816,3.76262874,224.37,0.632753447,959,67.35979202,2.925501079,79.23028717
SCI,4.203247679,14.57645863,10743.18837,9.402824988,224.75,1.149724187,508,10.48576289,1.424920534,15.82277327
20MICRONS,3.942682016,15.89276262,794.652025,17.2894315,225.2,1.3270602,1571,13.37572841,2.24420917,14.16997192
SAKSOFT,3.321988614,7.651638415,2863.504007,21.13696056,225.68,1.044958483,978,29.37831135,5.665480892,29.7754394
BALMLAWRIE,3.713870308,15.29556242,3860.582827,14.69487736,225.76,1.22589728,868,14.47429074,2.089173022,14.75983647
NMDC,2.82897181,19.00927755,66735.75642,23.06397888,227.72,0.819583487,141,10.97818969,2.599462095,11.9794137
APEX,3.392284197,4.672,717,2.958400032,229.44,1.434764595,1635,151.2658228,1.442481793,49.10958904
CANTABIL,3.218090707,7.529220199,1921.416693,22.71507584,229.73,1.058445349,1155,31.80626871,5.885611386,30.88101403
KARURVYSYA,2.479484938,19.97982532,18514.86202,17.23366407,230.05,1.955639984,362,10.28614874,1.844095068,11.53710534
WANBURY,3.357440297,17.09981617,754.8028804,,230.33,1.118383032,1597,14.24693999,27.00546978,13.48825733
SKMEGGPROD,3.635930517,32.43828333,606.72219,36.21830209,230.43,0.272344465,1727,14.27917604,2.190490974,7.103643484
TBZ,4.222115578,8.155176739,1555.157099,9.367092965,233.05,1.468470661,1260,24.65763595,2.585335892,28.57694045
CHEMCON,2.267084671,5.238753602,853.898271,4.110219861,233.11,0.804311035,1537,44.84759827,1.792360091,44.49704383
ORIENTELEC,2.776163419,3.532546715,4994.255598,12.30334186,234.07,0.506017665,774,80.66961069,7.816592738,66.35121028
ASHOKLEY,2.216485324,8.458240122,68964.931,21.96794395,234.86,1.156837032,138,26.23826991,5.837268242,27.76902582
ASHOKA,3.592504161,17.92085476,6598.960662,22.95690902,235.07,1.921096942,687,6.922664452,2.653413858,13.11711987
RAJESHEXPO,2.74885073,11.36388426,6974.040232,2.239066923,236.2,0.461663126,665,182.2325642,0.457407395,20.78514658
HITECHCORP,3.571479639,12.80879382,407.579361,8.684839034,237.3,1.26801106,1943,27.61377785,1.5472605,18.52633459
UNIDT,3.363143597,4.624903574,483.3565207,3.756676202,238.07,0.774910881,1855,34.47621403,1.911557861,51.4756678
KCP,3.772029201,14.62521746,3122.083732,11.42754976,240.22,1.023261349,946,14.24568229,1.753753016,16.55838627
UGROCAP,2.762899734,14.83537937,2212.786466,9.854689564,241.16,,1084,16.88247857,1.538409345,18.53876061
PLASTIBLEN,2.854721437,13.2824404,638.7105792,8.625687156,245.76,1.19954625,1700,18.51335012,1.57546824,18.50262396
NATIONALUM,3.640995971,10.82666659,45234.40428,14.45392714,246.29,1.059427678,195,14.58355771,3.143878325,22.74846076
BANKBARODA,2.551995943,36.19531837,127448.2209,16.55121749,246.45,1.246410669,68,6.482678159,1.055645345,6.790943696
BHEL,3.414653006,0.810496453,86236.78105,1.156238689,247.66,1.56627445,118,193.9256135,3.528704779,305.5658035
RELIGARE,2.290712076,7.13,8218.404246,287.2879144,248.82,1.612895708,608,38.42710172,3.06947788,35.28575092
RESPONIND,2.790347847,6.048535314,6717.202266,15.28972831,251.95,0.692317949,679,35.68045398,5.907517867,41.65448509
MARINE,3.94339075,2.190898543,3360.410783,14.08534618,253.3,0.623842905,918,89.56318717,15.08601923,118.449446
ONGC,2.667981558,39.12580642,319916.5002,14.72650036,254.3,1.034612132,21,7.783678432,0.876266176,6.499546136
SMSPHARMA,3.989831264,5.886450685,2155.663944,9.997291522,254.65,1.779765619,1092,36.33958098,4.01921159,43.26036412
RUPA,2.496856616,8.728767255,2044.178815,7.463899882,257.05,1.525555702,1126,27.64645408,2.133709255,29.29462331
ADSL,4.567217899,8.326343185,1453.418266,7.704199083,258.5,1.31882798,1292,30.39352293,2.348237739,31.69941693
NLCINDIA,4.048164397,13.37113118,36080.28457,10.02430804,260.2,1.135639188,231,19.65242743,1.863052499,19.45983451
NOCIL,3.072601983,7.981072018,4353.486694,8.182827751,260.75,1.158311395,822,30.93502944,2.563015397,32.73298266
SUKHJITS,7.136323767,15.99347075,817.218064,10.32224747,261.56,,1559,15.05837597,1.625786941,16.35417378
AMNPLST,4.328896289,7.23736823,1442.8995,19.77454437,262.05,,1295,34.96243034,6.555654248,36.23554746
LXCHEM,2.488881999,4.456546511,7258.422259,7.509368021,262.45,1.970197637,649,54.19968831,4.036942302,60.21588069
VSSL,2.617691963,11.26280154,2147.016403,13.45946224,263.25,1.039594232,1098,20.16356502,2.984661713,23.43136968
ROTO,3.640839595,6.235749871,1654.552895,21.83084854,263.4,,1227,46.11351435,8.439013031,42.24030878
EPL,2.373027721,6.697000151,8443.535627,10.44227849,264.95,0.791202977,601,32.52517576,4.038809733,39.60382564
FINPIPE,2.836772047,7.659378128,16753.21526,8.988796034,270.95,0.725898977,392,20.89711271,2.973449135,35.37493456
M&MFIN,2.117816062,15.66209135,33624.85664,9.994182484,272.35,1.946550184,240,15.42431692,1.683358814,17.39795655
KANSAINER,1.810177296,14.66444701,22263.50102,23.33770712,275.4,0.89736368,325,35.68383424,3.976619337,18.78079112
KNAGRI,4.166160497,12.41254119,690.5948888,10.41572261,276.25,,1657,,2.202011634,22.25571669
HINDCOPPER,3.888833823,3.053802118,26820.41119,13.52374934,277.35,2.110446043,284,66.65112126,11.73703288,90.82120888
PRIMESECU,3.152774392,5.654567183,939.8146283,13.04699308,280.1,0.634238227,1490,24.17218694,5.964426149,50.63656402
VAIBHAVGBL,3.212812934,7.74438413,4699.859788,10.39488707,283.2,0.85008272,791,37.80453498,3.735383713,36.74061748
NRBBEARING,3.101941858,24.70321679,2752.117227,30.72826094,283.3,1.270977629,998,10.70821068,3.141722197,11.49445444
JAYAGROGN,2.980831083,17.58333333,850.95,9.463580911,283.65,1.351002153,1539,15.29660255,1.475806452,16.13175355
ZOMATO,2.72527628,0.411869578,247939.5497,1.761208259,284.72,1.012893588,33,334.1503365,12.15032587,706.3804834
HUHTAMAKI,2.910823365,54.23987156,2155.773606,42.95121158,285.45,0.669145985,1091,5.340038657,1.87383621,5.262733701
RUBYMILLS,3.551256048,13.32236842,961.93504,7.681166917,287.66,1.069281263,1481,24.7284072,1.602397161,21.59225679
THEMISMED,3.665026953,4.728691848,2648.914654,12.13777716,287.8,1.213569102,1011,49.98895364,7.01401963,60.86660509
RITES,3.986368665,9.475581022,13975.95775,16.74249318,290.8,0.510678321,446,35.09430933,5.136463543,30.68941095
SAKAR,2.703784694,5.726893847,633.901127,5.361733382,291.45,0.784190528,1703,51.07986519,2.41642636,54.27235676
RAMCOIND,2.847250344,12.17730039,2540.814377,2.661071477,292.69,1.046715274,1024,20.08866522,0.625677652,24.03570502
UTTAMSUGAR,2.917881054,34.6661031,1118.78175,20.78005768,293.35,1.285111049,1414,29.53489309,1.607329574,8.462156798
BPCL,2.601116135,62.96396427,127313.4435,41.59084256,293.45,1.138426104,69,9.711340744,1.683258523,4.740094641
PNCINFRA,3.465574195,35.44955797,7530.707189,19.20659946,293.55,1.540151208,636,6.075551781,1.452452966,8.280780265
DMCC,2.98544498,4.643156018,735.1045252,5.679393806,294.75,,1616,55.47958681,3.508182329,63.48052894
HINDWAREAP,3.230737042,3.400455129,2490.152048,4.332148171,297.7,1.774417707,1032,-192.8855188,4.104488368,96.62988156
SHREEPUSHK,3.233031828,11.72141297,968.5138455,8.136344681,299.5,1.330865978,1475,20.6550191,2.045003897,26.12662113
NCC,3.563778062,11.31948494,18888.7646,10.68920551,300.85,1.869876786,355,22.68402959,2.772915054,26.57806442
SESHAPAPER,2.280749084,42.93292937,1905.60385,15.26897061,302.15,1.184699515,1160,9.961858174,0.997014535,7.037721498
ASHAPURMIN,4.008101283,31.37088654,2900.172335,36.45578624,303.6,1.182908565,975,12.67724061,3.161708895,10.10513009
VENUSREM,3.209230789,21.3211832,406.4232701,6.01335598,304.05,1.863979361,1949,18.39851834,0.833603261,14.26046562
DBCORP,3.438784388,23.90158962,5421.799582,20.41436086,304.3,0.879860661,755,12.13147673,2.441196411,12.74158578
INDOCO,2.229200762,10.68395079,2816.179025,9.20818235,305.6,0.666954106,984,87.86830031,2.535955898,28.59936046
JINDALSAW,3.217568295,26.22298507,19517.66219,20.0668164,306.6,1.153597262,347,9.877109481,2.076048886,11.63823079
KRBL,2.328207574,25.66814324,7024.630785,12.47573883,306.9,1.383474961,662,16.06915426,1.445754257,11.78906251
ASHIANA,3.305813,8.221732191,3088.626231,10.90267338,307.25,1.310669463,952,95.97968401,4.010161297,37.03388767
BEL,2.77494471,5.450944677,224666.0523,26.36679673,307.35,0.678548377,38,49.48438866,13.74575939,56.38472195
KILITCH,3.064481983,9.221643399,494.3704861,8.950465915,307.4,0.978094328,1840,29.99820911,2.814199841,33.8609922
MANINDS,3.633231919,16.84419733,2014.882727,8.288007063,311.25,0.712152799,1135,19.07310419,1.434212935,19.16380756
CSLFINANCE,3.356640049,29.1254269,700.3884797,15.13584523,311.9,,1649,9.777865137,1.475029968,11.05236673
MMP,3.556457568,12.45541158,792.4345125,11.58719695,311.95,1.17611462,1573,21.95717685,2.742082814,25.04533858
AWL,2.841189048,1.138589182,40907.38409,1.795684194,314.75,,212,41.6631537,4.919123771,276.4386004
ROHLTD,2.981157403,17.68080943,865.2655333,23.9385861,315.5,1.390447627,1531,17.92182132,4.157931443,17.84420568
GOLDIAM,4.365614722,8.402508489,3380.599587,14.79496245,316.55,1.495835951,914,35.78490089,5.319841357,37.22717307
MOIL,3.892293649,14.41578966,6458.620597,12.48946226,317.4,0.832989267,692,18.5832847,2.632861789,22.01752436
JINDWORLD,3.482239107,3.772683478,6376.54872,11.05145904,318,0.854660751,697,75.35510187,8.867771872,84.2901351
SUNDARMHLD,4.131423865,24.0040853,7030.138499,12.75001584,318.55,0.729911331,660,12.31176074,1.466772621,13.18628972
LAOPALA,2.170696241,11.50720721,3539.79,15.70631056,318.9,1.079263591,903,30.63427088,4.156976266,27.71306662
IGL,2.677613752,28.35811045,22365.02556,22.58190201,319.5,0.845260663,324,12.11218342,2.317660058,11.26661808
SANGHVIMOV,4.155911969,21.70924968,2770.86488,20.27661204,320.05,1.366976729,993,16.48147085,2.737603004,14.74256387
ASIANENE,3.653424653,1.139755045,1428.630703,10.66918002,320.45,,1297,36.84887033,5.139329098,56.09072253
ARTEMISMED,3.154922792,3.639538965,4436.29654,11.39404903,322.4,1.655375012,811,68.59898778,9.756749742,90.29710035
PRECAM,3.959146762,4.24800182,3066.142754,5.508983671,322.8,1.170634305,955,64.10501262,4.097204188,75.988668
GALLANTT,3.744427524,9.340149095,7792.168119,9.639481839,322.95,1.14888166,628,24.4928903,3.179516439,34.57653585
GOKULAGRO,3.47267133,9.201363033,4769.339047,18.89623495,323.25,1.206410241,785,23.5779071,6.065623431,35.13066476
MINDTECK,4.63696683,8.633547992,1029.647586,13.27177743,323.3,1.60251073,1446,37.27905814,4.660936969,37.70221845
SIRCA,2.505236758,9.383529652,1776.079164,17.91455492,324.05,0.783486731,1193,38.18703857,5.753787625,34.53391336
VSTIND,3.403036487,17.75350449,5522.884725,24.79822048,325.75,0.784668336,745,22.72231023,4.409805674,18.31438097
ONWARDTEC,3.083972945,15.13446562,740.2413423,17.80577428,326.75,1.574410277,1609,30.71540839,3.573800716,21.82315278
PETRONET,2.331116005,24.34959857,49042.50288,22.35640023,326.95,0.732072089,185,12.40486327,2.816897933,13.42732608
ADFFOODS,3.52809383,6.624043598,3592.539557,17.43339161,327,0.986293954,888,44.93482872,8.127549786,47.72236393
EMKAY,4.308247445,13.15903997,816.6217865,14.38606599,327.15,1.818969431,1561,13.04091004,3.39016019,25.15778763
RALLIS,3.046822151,7.602492519,6377.607248,8.308353584,327.95,0.927781489,696,42.80273321,3.486002792,43.12982517
ZUARIIND,4.387307873,239.6481946,980.0987654,21.70028967,329.1,1.714443088,1470,1.315303986,0.241630984,1.372841166
TALBROAUTO,3.125638605,5.938403575,2046.596813,24.31055255,331.55,0.957166754,1125,17.55981822,3.809819269,18.61050117
ICIL,3.239205041,17.06248901,6578.374903,17.41117431,332.15,1.756810354,689,21.26515243,3.148964081,19.4666792
IIFLSEC,4.720080511,16.70504606,10284.88799,32.65287913,332.6,1.193252142,526,14.34213439,5.751048727,20.07434124
GREENPLY,3.412573271,5.673729182,4120.921454,10.33670009,333,1.700706137,843,38.90965398,5.807304651,58.91238675
CLSEL,3.27005823,22.35107699,1662.58881,17.48750406,334.35,0.410990866,1224,14.9432753,2.328653599,14.37852469
DCI,3.787343244,9.288,456.2325,28.98152771,337.95,0.847405416,1884,34.8269084,9.018234829,39.29651163
MIDHANI,3.406377606,4.899113911,6333.9654,7.047639525,338.1,0.702061665,700,71.98505967,4.801514145,69.01247984
ORIENTCEM,3.583493922,8.535210305,6945.021112,10.44891618,338.6,1.023861357,668,45.62189524,3.983950158,39.71760902
TAJGVK,3.3312392,14.78433648,2125.580681,18.37335368,339,1.096778113,1105,20.59870802,3.880567194,22.92967293
POWERGRID,2.225833846,16.74426711,315522.9846,18.30291106,339.25,0.623956295,22,20.08226986,3.620661958,20.26069112
NUVOCO,1.993337373,4.126206388,12262.95651,1.653750424,339.4,,469,250.0093071,1.365050282,83.21202764
NRAIL,3.004547915,73.72305234,601.965567,17.97667488,339.45,1.353420579,1730,10.22881167,0.791757838,4.797685239
SVLL,3.932641161,2.72,389.21337,7.433174661,339.45,0.625898071,1974,209.2545,13.77258917,124.747875
GSPL,2.834478753,29.41326727,19304.49223,12.2605831,342.15,0.912345046,349,12.64616166,1.342207844,11.63250573
LOKESHMACH,3.8093015,7.605745415,649.8621558,7.797842071,345.4,1.292690946,1686,45.444906,3.315792417,46.95535808
GREENPANEL,2.294842206,11.63606224,4236.776497,11.36505737,345.5,1.422406296,834,29.69633768,3.216697413,29.69217533
MARKSANS,3.806969301,6.922442556,15659.07324,16.29191455,345.55,1.306077637,423,45.12701223,7.507070412,49.91735175
GMDCLTD,3.377194407,19.41037736,11071.17,10.37292972,348.15,1.330614939,495,17.41105886,1.810197842,17.9362819
VINYLINDIA,2.756426752,11.91126202,638.9566328,18.9933936,348.45,1.422925542,1699,26.06922206,5.471924576,29.24286649
MUTHOOTCAP,3.128674888,74.58870724,582.9828072,22.28499287,354.45,1.424259005,1742,12.03018587,0.952975574,4.752060704
ARIES,4.389887842,14.94116694,463.474642,7.593106413,356.4,0.986677601,1872,16.34254732,1.751406273,23.85355852
SANGAMIND,4.022013509,8.567250365,1784.16409,4.37173686,358.55,1.445838512,1191,47.83281743,1.81258543,43.70808648
BIOCON,2.664213023,8.516575046,42953.87706,4.281503069,358.65,0.728189311,202,29.84566222,1.699474459,42.00868173
LIKHITHA,3.470972344,16.58301648,1419.21375,23.29398779,359.75,0.79578354,1299,20.68824708,4.567794496,21.69388184
FINOPB,3.80019597,10.36240141,2994.050586,12.60788283,359.8,,963,32.045923,4.655218897,34.72168139
NTPC,2.323526892,21.46293346,358097.8803,13.16891924,361.65,0.875437488,16,16.22353547,2.168682993,17.20640847
FSL,3.288452569,7.38503264,24951.65938,14.56514388,361.95,1.523556792,300,46.57593403,6.74227038,48.47523824
ARIHANTSUP,4.037113364,16.81730203,1490.814874,24.33040422,362.2,0.947786683,1281,29.25460899,4.610102276,21.53734288
POONAWALLA,2.830037553,21.87522795,28027.45656,22.37662273,362.65,2.354199237,273,67.14128154,3.431759768,16.65574599
IOLCP,2.70029838,22.89904616,2129.835613,8.619434925,362.8,1.421534831,1104,21.3367623,1.321639712,15.84345468
MHRIL,2.121131055,5.744422099,7326.575823,24.79397373,363.45,0.740608337,645,64.45478862,13.73638529,63.41708494
JAICORPLTD,3.864685048,2.943057497,6441.910841,3.546168727,367.05,1.317445535,693,97.20704454,4.27397816,122.6563374
RACE,2.472625845,0.943269921,634.115814,7.241298762,367.45,,1702,134.06254,28.51240171,409.1069768
APCOTEXIND,2.234247303,10.39252417,1906.079954,10.80030068,367.65,0.966363441,1159,36.5079478,3.653313824,35.37639114
IITL,3.035788769,28.76143971,832.004595,16.46106204,369,0.447448989,1549,10.79123988,1.937011606,12.82967764
MINDSPACE,0.984500084,8.853016921,20155.50197,3.441866869,369.66,,336,39.49890642,1.350135779,38.39143232
EIHOTEL,2.947561197,10.2196451,23132.22109,16.91116544,369.9,1.309300073,317,34.82247376,5.660823932,36.19499467
EMBASSY,1.641221679,10.17016563,32216.06464,4.046935434,374.01,0.378141602,249,14.4960694,1.384198218,33.41811421
PURVA,4.613020105,1.781618887,8883.627238,2.176717977,374.6,1.489857637,577,127.4917801,4.701550792,210.2136119
GOCLCORP,3.355057085,9.733220986,1860.703412,3.411678192,375.35,1.406092793,1169,29.98716216,1.311259469,38.56380129
SIS,2.037955888,13.11320429,5466.487893,8.006589647,379.2,0.63731393,752,34.53682015,2.264925335,28.76644684
HINDPETRO,3.186588231,75.18890759,80889.17298,40.44878917,380.15,0.958048652,124,19.26501467,1.723931067,5.050961153
LTFOODS,3.253962185,17.08668019,13247.69981,19.06702251,381.5,0.973050748,455,22.02407244,3.866033932,22.32733309
HLEGLAS,2.151952012,4.349196695,2612.178592,7.153613551,382.65,1.614446859,1016,89.92008923,5.258961149,87.98176464
DPWIRES,2.87706707,23.42714303,594.2095207,17.39213715,383.35,0.630097213,1737,20.23874389,2.627037096,16.36039429
KHADIM,2.933300047,3.478876296,705.6379769,2.702121251,383.95,1.274474629,1645,121.2436386,2.945066682,112.3627352
PODDARMENT,3.247560558,27.15362865,408.53805,8.973540359,385.05,0.958086874,1940,14.27955435,1.172612084,14.1804252
HIKAL,2.617495483,5.644734521,4756.326431,5.997079009,385.75,1.655957383,786,64.76479345,4.004787929,68.33802344
VLSFINANCE,3.565129187,92.31199582,1315.346071,11.82986701,386.75,1.233073286,1331,4.291924399,0.441000614,4.055579412
ADVENZYMES,2.877033675,11.92050996,4354.394898,10.04048583,389.2,0.482355655,820,31.7699905,3.175886818,32.66612827
EIHAHOTELS,3.406549058,13.29585288,2380.476325,18.85435696,390.65,0.834974495,1051,29.61159753,5.143194895,29.38134195
EVEREADY,2.529177982,9.185928868,2849.340592,18.91126406,392,1.285495385,981,37.79968947,7.368158548,42.67396424
TRIVENI,3.048468414,18.05117412,8694.627289,14.19868311,397.2,1.081805906,589,28.00111845,2.99721717,22.00280213
FMGOETZE,2.197461274,22.80696425,2220.278308,11.3510201,399.1,0.746122233,1082,16.02857572,1.874696716,17.49904089
NITINSPIN,2.927505422,23.39558876,2247.1134,12.0934338,399.7,1.029715491,1076,14.47882345,1.960267462,17.08441724
VISHNU,3.268542655,16.14117565,2621.0878,15.9346159,400,1.780563001,1013,25.75501425,3.369873746,25.92825997
GNA,2.432752954,23.2839826,1723.456966,13.18716112,401.45,1.159920858,1209,18.0485597,2.150343073,17.24146625
TARSONS,2.702940671,8.014091419,2154.854381,,405,,1094,39.84568011,3.516063017,50.53598453
JYOTHYLAB,2.841881205,10.06103767,14969.26037,21.98282787,407.65,0.99524566,431,39.8362306,8.269350171,40.51768946
CROMPTON,2.263141078,6.877958999,26324.23729,13.4190069,408.95,0.617422757,288,52.54653431,7.632492394,59.83869179
RAILTEL,4.53174417,7.671565466,13124.77615,14.16579405,408.95,0.963383035,459,50.29035234,7.182841966,53.30724241
GEECEE,3.57847159,17.81775194,856.7535371,6.159848566,409.7,1.267013294,1534,16.98223067,1.324378255,22.99392209
HEG,3.420434845,16.15062196,8032.689686,7.159387565,411.15,2.075873742,615,44.15992131,1.814907463,25.77223334
FAZE3Q,3.480573584,19.15786011,1000.24047,13.02724845,411.3,,1458,27.79217755,2.627647954,21.46899485
SURAJLTD,3.864803102,11.72396142,755.9581765,,411.65,,1596,30.26253709,6.170079795,35.11185214
TI,3.423950971,7.301286613,7944.013918,24.28219564,411.7,0.641367186,620,45.77890807,12.14885366,57.55697665
INDIANHUME,4.008476486,15.35267748,2177.600963,10.18378832,413.35,1.488432637,1089,21.09874007,2.625956833,28.05102361
TRF,3.895217902,31.44193438,458.3337598,35.7032298,416.5,1.090564341,1882,24.76141328,4.346455759,13.24664046
COALINDIA,2.47451601,60.69112253,257078.2122,51.51989538,417.15,0.810765604,30,7.12899167,3.075764157,6.873328135
PONNIERODE,2.588387776,54.49839726,359.8867854,9.327136474,418.55,-0.057807946,2036,9.584202008,0.652063316,7.680042369
GUFICBIO,3.105698457,8.590161786,4204.635827,,419.3,1.25248133,837,49.51290422,7.895140128,48.81165343
VGUARD,2.052374177,5.944882698,18274.08467,15.0550581,420.05,0.613895691,364,61.5765902,10.07269497,70.94527787
IIFL,4.014034803,44.95898818,17837.73482,15.84593447,420.25,1.391629622,369,17.94107542,1.47951923,10.1147322
CAPACITE,3.444106218,15.77488758,3561.40719,9.286130637,420.95,1.517588025,897,19.86283988,2.34755627,29.60930487
DVL,4.009869664,43.70623131,1485.750065,5.462236598,424.2,1.438974462,1282,8.514327018,0.501365003,9.705709856
JKPAPER,3.072219816,66.21927262,7197.058585,23.67467451,424.85,1.287465257,651,9.23908006,1.370857857,6.4158059
CAREERP,3.268781266,31.36931312,774.2005191,11.27821035,425.55,0.223299166,1585,12.47905414,1.455565096,13.56580549
TIMETECHNO,3.808965954,13.70410819,9681.928601,12.55939365,426.65,1.3312673,543,26.77376417,3.700646949,31.18675665
PRINCEPIPE,2.067475569,16.506713,4736.436624,12.55002819,428.4,1.167146507,788,35.97475789,3.066845781,25.95307739
PCBL,3.470992861,13.00632155,16259.20167,16.12356562,430.75,1.519718563,406,32.48461933,5.002184846,33.11851075
TARACHAND,4.386481369,11.19363108,668.1322615,19.31389571,431.75,-0.037811081,1667,31.20655121,7.040382102,41.42171491
SARDAEN,3.517577307,14.84187851,15244.01374,13.9383594,432.6,1.279309914,429,25.16759739,3.816585191,29.14725381
INFOBEAN,2.68135403,9.256436663,1057.485378,7.921315636,433.95,1.049895397,1438,30.03366594,3.57512214,47.06209959
INDRAMEDCO,3.805220822,13.52197485,4009.77702,28.92173446,437.4,0.772354212,854,27.13342144,8.392868846,32.34734608
DYNPRO,3.071305223,3.051954895,526.1817893,1.8772039,437.45,0.999484202,1802,44.0319489,2.595736714,145.3540854
RVNL,4.551824784,7.550526731,91615.78319,19.68853274,439.4,1.508379105,109,67.96776034,10.47534353,58.19461551
MEDICAMEQ,3.896150689,8.633706146,562.811769,5.46953047,442.65,,1762,76.88685369,2.719160156,51.39833507
DALMIASUG,2.841096731,33.6634972,3597.418,9.667010223,444.4,1.680537588,887,12.98003969,1.226883253,13.20298748
EXIDEIND,2.870461318,10.31388235,37829.25,7.29266142,445.05,0.951386915,223,45.23352585,2.932159051,43.15057946
AXISCADES,4.178745114,8.174536319,1885.871959,7.011318577,445.25,1.863075092,1165,41.45684675,3.186886506,57.4960963
MANORG,3.329104935,5.149198313,381.8027352,1.58536147,445.8,,1996,53.32440436,1.360713978,86.57658395
GABRIEL,2.877685841,12.44396387,6426.629876,,447.4,1.637869446,694,30.48541282,6.412842265,35.95317413
PREMEXPLN,4.303369843,5.27518036,2418.716163,13.58693048,449.9,1.796090278,1046,99.98826635,10.92020481,85.28618346
DBL,3.531187112,13.26950303,6587.715518,4.634580679,450.55,1.497876673,688,14.09317884,1.506001065,33.9537961
AARTIIND,2.872689661,11.48842385,16413.05904,8.156861823,452.75,1.293338127,401,36.88327875,3.102376163,39.41088951
LATENTVIEW,2.41032373,7.723363811,9331.700884,12.28881504,453,,555,54.70892234,6.789604909,58.8231271
STARHEALTH,1.681629164,14.48223542,26831.27815,14.28922918,456.65,,283,31.12352324,4.202907615,31.75261613
SUPRAJIT,2.583572526,12.0836442,6301.079628,12.93323076,459.7,1.174320242,706,45.65338088,4.625698051,37.67011197
TDPOWERSYS,3.375094285,7.581369134,7198.502677,18.0735311,460.9,1.346853331,650,53.1215606,10.20875963,60.82385025
AVL,3.308057343,6.204121056,5825.862904,24.74438613,461.65,,724,61.12541081,11.96963943,75.58203041
SGIL,3.505784531,7.982334844,718.630605,22.39875993,462.35,0.988412237,1632,55.40713994,12.51969695,62.16527725
CREST,4.084975681,21.23695088,1310.16315,5.692653496,464.65,0.958822714,1332,14.27192974,1.154491515,21.78159851
REPCOHOME,3.050811832,66.54426737,2907.539299,14.93603991,464.75,1.894369875,974,6.528221516,0.973919508,6.984072684
RSYSTEMS,2.857017793,11.84242775,5562.036467,20.04851139,470.15,0.330440141,742,40.28709595,6.527139281,39.70047442
LIBERTSHOE,3.635152653,6.4,801.9024,5.475886455,470.6,0.404150252,1568,74.38797774,3.835568948,71.91949776
